銘柄コード,銘柄名,信用区分,新規売建可能数量(在庫株数量)(株(口)),プレミアム料(1株あたり)
2236,グローバルＸ　Ｓ＆Ｐ５００　配当貴族　ＥＴＦ,デイトレ,1237,0.00
2237,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００　レバレッジ,デイトレ,220,0.00
2238,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００　インバース,デイトレ,140,7.00
223A,グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,デイトレ,4,0.00
2240,上場インデックスファンド　Ｓ＆Ｐ５００　先物インバース,デイトレ,1,7.00
2242,ＭＡＸＩＳ　ＮＹダウ上場投信　（為替ヘッジあり）,デイトレ,160,0.00
2243,グローバルＸ　半導体　ＥＴＦ,デイトレ,5454,0.00
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,デイトレ,10106,0.00
2247,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,デイトレ,203,0.00
2248,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,デイトレ,22,0.00
2249,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００　ダブルインバース,デイトレ,201,12.00
224A,グローバルＸ　ウラニウムビジネス　ＥＴＦ,デイトレ,1364,0.00
2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,デイトレ,630,0.00
2253,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,デイトレ,131,2.00
2255,ｉシェアーズ　米国債２０年超　ＥＴＦ,デイトレ,390,0.00
2256,ｉシェアーズ　米国総合債券　ＥＴＦ,デイトレ,800,1.30
2264,森永乳業,デイトレ,23100,0.00
2264,森永乳業,長期,1281700,
2266,六甲バター,デイトレ,3700,0.00
2266,六甲バター,長期,2100,0.14
2267,ヤクルト本社,デイトレ,17700,0.00
2267,ヤクルト本社,長期,615500,
2268,Ｂ－Ｒ　サーティワンアイスクリーム,デイトレ,1300,5.27
2269,明治ホールディングス,デイトレ,17100,0.00
2269,明治ホールディングス,長期,36400,
2270,雪印メグミルク,デイトレ,300,0.00
2270,雪印メグミルク,長期,269400,
2281,プリマハム,デイトレ,5400,0.00
2281,プリマハム,長期,28000,
2282,日本ハム,デイトレ,5000,0.00
2282,日本ハム,長期,501500,
2286,林兼産業,デイトレ,1800,0.00
2288,丸大食品,デイトレ,5700,0.00
2288,丸大食品,長期,1200,0.18
228A,オプロ,デイトレ,200,1.10
2291,福留ハム,デイトレ,2100,0.00
2292,エスフーズ,デイトレ,4900,0.00
2292,エスフーズ,長期,3000,0.37
2293,滝沢ハム,デイトレ,600,2.20
2294,柿安本店,デイトレ,1300,0.00
2296,伊藤ハム米久ホールディングス,デイトレ,5600,0.00
2296,伊藤ハム米久ホールディングス,長期,79200,
2300,きょくとう,デイトレ,1000,0.00
2301,学情,デイトレ,2300,0.00
2301,学情,長期,残数量なし,0.14
2303,ドーン,デイトレ,1200,0.90
2304,ＣＳＳホールディングス,デイトレ,600,0.00
2305,スタジオアリス,デイトレ,4700,0.00
2307,クロスキャット,デイトレ,3800,1.30
2311,エプコ,デイトレ,5500,0.27
2317,システナ,デイトレ,45700,0.00
2317,システナ,長期,1542500,
2321,ソフトフロントホールディングス,デイトレ,40000,1.30
2323,ｆｏｎｆｕｎ,デイトレ,19900,0.90
2325,ＮＪＳ,デイトレ,3600,0.00
2326,デジタルアーツ,デイトレ,11800,0.00
2326,デジタルアーツ,長期,126500,0.18
2327,日鉄ソリューションズ,デイトレ,200,0.00
2327,日鉄ソリューションズ,長期,6800,0.31
2329,東北新社,デイトレ,1700,0.90
2330,フォーサイド,デイトレ,131600,1.06
2331,ＡＬＳＯＫ,デイトレ,4700,0.00
2331,ＡＬＳＯＫ,長期,2388700,
2332,クエスト,デイトレ,200,0.00
2334,イオレ,デイトレ,102400,0.90
2335,キューブシステム,デイトレ,6800,0.00
2337,いちご,デイトレ,39300,0.00
2337,いちご,長期,867300,
233A,ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,デイトレ,144,0.00
2340,極楽湯ホールディングス,デイトレ,7700,0.90
2341,アルバイトタイムス,デイトレ,17200,1.30
2342,トランスジェニックグループ,デイトレ,16800,0.90
2351,ＡＳＪ,デイトレ,1200,0.30
2353,日本駐車場開発,デイトレ,40700,0.00
2353,日本駐車場開発,長期,31600,
2354,ＹＥ　ＤＩＧＩＴＡＬ,デイトレ,15300,1.53
2359,コア,デイトレ,2300,0.00
2359,コア,長期,1100,0.14
235A,グローバルＸ　高配当３０－日本株式　ＥＴＦ,デイトレ,599,0.00
236A,ｉシェアーズ　日本国債７－１０年　ＥＴＦ,デイトレ,28830,0.00
2370,メディネット,デイトレ,564300,0.21
2373,ケア２１,デイトレ,2000,1.30
2376,サイネックス,デイトレ,300,0.90
2378,ルネサンス,デイトレ,11300,0.90
237A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,デイトレ,5700,0.00
2384,ＳＢＳホールディングス,デイトレ,600,0.00
2384,ＳＢＳホールディングス,長期,37200,
2385,総医研ホールディングス,デイトレ,31100,1.10
2388,ウェッジホールディングス,デイトレ,23600,0.34
238A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ　（為替ヘッジあり）,デイトレ,18630,0.00
2391,プラネット,デイトレ,500,0.90
2393,日本ケアサプライ,デイトレ,1200,5.56
2395,新日本科学,デイトレ,11200,0.00
2404,鉄人化ホールディングス,デイトレ,7300,0.00
2408,ＫＧ情報,デイトレ,5300,0.00
2410,キャリアデザインセンター,デイトレ,1500,0.00
2411,ゲンダイエージェンシー,デイトレ,1600,0.00
2413,エムスリー,デイトレ,134200,0.00
2413,エムスリー,長期,1659100,
2415,ヒューマンホールディングス,デイトレ,700,0.90
2418,ツカダ・グローバルホールディング,デイトレ,43800,0.00
2424,ブラス,デイトレ,900,1.30
2425,ケアサービス,デイトレ,300,0.15
2428,ウェルネット,デイトレ,8500,0.00
2429,ワールドホールディングス,デイトレ,600,0.00
2429,ワールドホールディングス,長期,1200,
2432,ディー・エヌ・エー,デイトレ,31600,0.00
2432,ディー・エヌ・エー,長期,48900,
2433,博報堂ＤＹホールディングス,デイトレ,700,0.00
2433,博報堂ＤＹホールディングス,長期,1137200,
2435,シダー,デイトレ,12200,0.00
2436,共同ピーアール,デイトレ,11800,0.90
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,デイトレ,32400,0.90
2438,アスカネット,デイトレ,11200,0.00
2440,ぐるなび,デイトレ,46200,0.00
2445,タカミヤ,デイトレ,31000,0.00
2445,タカミヤ,長期,3800,0.03
2449,プラップジャパン,デイトレ,300,0.96
244A,グロースエクスパートナーズ,デイトレ,100,1.51
2461,ファンコミュニケーションズ,デイトレ,13400,0.00
2462,ライク,デイトレ,3500,0.00
2464,Ａｏｂａ－ＢＢＴ,デイトレ,1800,0.00
2467,ＶＬＣセキュリティ,デイトレ,31500,0.00
2469,ヒビノ,デイトレ,7300,2.60
246A,アスア,デイトレ,100,1.30
2471,エスプール,デイトレ,61100,0.00
2471,エスプール,長期,7700,
2475,ＷＤＢホールディングス,デイトレ,1000,0.00
2475,ＷＤＢホールディングス,長期,1100,0.07
2477,手間いらず,デイトレ,400,0.00
2479,ジェイテック,デイトレ,7700,0.90
2481,タウンニュース社,デイトレ,800,0.31
2483,翻訳センター,デイトレ,300,1.80
2485,ティア,デイトレ,6300,0.00
2488,ＪＴＰ,デイトレ,1400,1.85
2489,アドウェイズ,デイトレ,75400,0.00
248A,キッズスター,デイトレ,300,1.30
2491,バリューコマース,デイトレ,12100,0.00
2492,インフォマート,デイトレ,32900,0.00
2492,インフォマート,長期,405200,
2493,イーサポートリンク,デイトレ,5900,0.90
2497,ユナイテッド,デイトレ,21600,0.90
2498,オリエンタルコンサルタンツホールディングス,デイトレ,1100,2.82
2499,日本和装ホールディングス,デイトレ,4000,0.24
2501,サッポロビール,デイトレ,22600,0.00
2501,サッポロビール,長期,1604400,
2502,アサヒグループホールディングス,デイトレ,111800,0.00
2502,アサヒグループホールディングス,長期,2041900,
2503,キリンホールディングス,デイトレ,10900,0.00
2503,キリンホールディングス,長期,1124900,
250A,シマダヤ,デイトレ,1600,2.06
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ‐ＢＰＩ総合連動型上場投信,デイトレ,3570,0.00
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,デイトレ,3290,0.00
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,デイトレ,740,0.00
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,デイトレ,557,0.00
2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,デイトレ,56,0.00
2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,デイトレ,3265,0.00
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,デイトレ,190,0.00
2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,デイトレ,21,0.00
2519,ＮＥＸＴ　ＦＵＮＤＳ新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型,デイトレ,2120,0.00
2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,デイトレ,1732,0.00
2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,デイトレ,70,0.00
2522,ｉシェアーズ　オートメーション＆ロボット　ＥＴＦ,デイトレ,91,0.00
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,デイトレ,8,0.00
2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,デイトレ,3780,0.00
2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,デイトレ,666,0.00
2531,宝ホールディングス,デイトレ,6200,0.00
2531,宝ホールディングス,長期,83900,
2533,オエノンホールディングス,デイトレ,6000,0.00
2533,オエノンホールディングス,長期,7900,0.03
254A,ＡＩフュージョンキャピタルグループ,デイトレ,29500,0.90
2551,マルサンアイ,デイトレ,600,0.00
2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,デイトレ,510,0.00
2555,東証ＲＥＩＴ　ＥＴＦ,デイトレ,750,0.00
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,デイトレ,1030,0.00
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,デイトレ,14703,0.00
2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,デイトレ,14943,0.00
2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,デイトレ,4,0.00
2564,グローバルＸ　ＭＳＣＩ　スーパーディビィデンド－日本株式ＥＴＦ,デイトレ,993,0.00
2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,デイトレ,4,0.00
2566,上場インデックスファンド日経ＥＳＧリート,デイトレ,3,0.00
2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,デイトレ,457,0.00
256A,飛島ホールディングス,デイトレ,4100,0.00
256A,飛島ホールディングス,長期,17100,0.18
2573,北海道コカ・コーラボトリング,デイトレ,3000,3.60
2579,コカ・コーラ　ボトラーズジャパンホールディングス,デイトレ,5700,0.00
2579,コカ・コーラ　ボトラーズジャパンホールディングス,長期,747700,
2585,ライフドリンク　カンパニー,デイトレ,7600,0.00
2586,フルッタフルッタ,デイトレ,279000,0.72
2587,サントリービバレッジ＆フード,デイトレ,3100,0.00
2587,サントリービバレッジ＆フード,長期,691000,
258A,ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,デイトレ,159,3.00
2590,ダイドーグループホールディングス,デイトレ,4700,0.00
2593,伊藤園,デイトレ,16200,0.00
2593,伊藤園,長期,175800,
2594,キーコーヒー,デイトレ,9800,0.00
2597,ユニカフェ,デイトレ,4400,0.90
2602,日清オイリオグループ,デイトレ,10700,0.00
2602,日清オイリオグループ,長期,182000,
2607,不二製油,デイトレ,3100,0.00
2607,不二製油,長期,240200,
2612,かどや製油,デイトレ,4300,2.60
2613,Ｊ－オイルミルズ,デイトレ,5600,0.00
2613,Ｊ－オイルミルズ,長期,34900,
261A,日水コン,デイトレ,1400,1.80
2627,グローバルＸ　ｅコマース－日本株式ＥＴＦ,デイトレ,25,2.00
262A,インターメスティック,デイトレ,9700,0.90
2631,ＭＡＸＩＳナスダック１００上場投信,デイトレ,92,0.00
2633,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ５００指数（為替ヘッジなし）連動型上場投信,デイトレ,510,0.00
2636,グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティー日本株式ＥＴＦ,デイトレ,9,0.00
2637,グローバルＸ　クリーンテック－日本株式　ＥＴＦ,デイトレ,19,3.00
2638,グローバルＸ　ロボティクス＆ＡＩ－日本株式ＥＴＦ,デイトレ,93,0.00
2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,デイトレ,43558,0.00
2646,グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,デイトレ,283,0.00
2647,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,デイトレ,14,7.00
264A,Ｓｃｈｏｏ,デイトレ,2500,1.53
2652,まんだらけ,デイトレ,13700,0.00
2653,イオン九州,デイトレ,3500,1.80
2654,アスモ,デイトレ,2100,0.00
2656,ベクターホールディングス,デイトレ,349800,0.90
2659,サンエー,デイトレ,900,0.00
2659,サンエー,長期,184500,
265A,Ｈｍｃｏｍｍ,デイトレ,1700,0.90
2664,カワチ薬品,デイトレ,600,0.00
2664,カワチ薬品,長期,15700,0.30
2666,オートウェーブ,デイトレ,57500,0.90
2668,タビオ,デイトレ,500,0.00
2670,エービーシー・マート,デイトレ,4000,0.00
2670,エービーシー・マート,長期,536300,
2674,ハードオフコーポレーション,デイトレ,2400,0.00
2674,ハードオフコーポレーション,長期,900,0.17
2678,アスクル,デイトレ,25600,0.00
2681,ゲオホールディングス,デイトレ,8400,0.00
2681,ゲオホールディングス,長期,62100,
2683,ＵＯＧｒｏｕｐ,デイトレ,700,0.90
2685,アンドエスティＨＤ,デイトレ,2200,0.00
2685,アンドエスティＨＤ,長期,3800,0.44
2687,シー・ヴイ・エス・ベイエリア,デイトレ,3200,0.00
2689,オルバディーブイエックスヘルスケア,デイトレ,400,0.00
268A,リガク・ホールディングス,デイトレ,77800,1.53
268A,リガク・ホールディングス,長期,13900,
2693,ＹＫＴ,デイトレ,6500,0.90
2694,焼肉坂井ホールディングス,デイトレ,68000,0.00
2695,くら寿司,デイトレ,13400,0.00
2698,キャンドゥ,デイトレ,1100,4.27
2700,木徳神糧,デイトレ,3400,0.90
2702,日本マクドナルドホールディングス,デイトレ,8500,0.00
2702,日本マクドナルドホールディングス,長期,108200,
2705,大戸屋ホールディングス,デイトレ,4200,11.50
2708,久世,デイトレ,800,1.71
2721,ジェイホールディングス,デイトレ,110500,0.31
2722,ＩＫホールディングス,デイトレ,900,0.00
2726,パルグループホールディングス,デイトレ,13400,0.00
2726,パルグループホールディングス,長期,379800,
2730,エディオン,デイトレ,14000,0.00
2733,あらた,デイトレ,6000,0.00
2733,あらた,長期,85800,
2734,サーラコーポレーション,デイトレ,1400,0.00
2734,サーラコーポレーション,長期,117700,0.05
2735,ワッツ,デイトレ,7500,0.00
2736,フェスタリアホールディングス,デイトレ,1700,0.28
2737,トーメンデバイス,デイトレ,1800,32.18
273A,ＳＢＩ　サウジアラビア株式上場投信,デイトレ,14,12.00
2742,ハローズ,デイトレ,1400,0.00
2742,ハローズ,長期,13900,0.32
2749,ＪＰホールディングス,デイトレ,12200,0.00
274A,ガーデン,デイトレ,6000,1.80
