受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2025/3/26,2025/3/24,信用,新規売り,オートバックス,9832,特定,"1,000","1,505",---,---,---,一般
2025/3/26,2025/3/24,信用,現引,オートバックス,9832,特定,"1,000","1,505","1,505,103",---,---,"制度　建日:25/03/24　建値:1,505"
2025/3/26,2025/3/24,信用,新規買い,オートバックス,9832,特定,"1,000","1,505",---,---,---,制度
2025/3/26,2025/3/26,国内株式,配当金*,不二家,2211,-,---,---,---,"2,391",---,
2025/3/26,2025/3/26,国内株式,配当金*,ＮＪＳ,2325,-,---,---,---,"19,922",---,
2025/3/26,2025/3/26,国内株式,配当金*,ＭＲＯ,3064,-,---,---,---,797,---,
2025/3/26,2025/3/26,国内株式,配当金*,セレス,3696,-,---,---,---,"4,782",---,
2025/3/26,2025/3/26,国内株式,配当金*,オークネット,3964,-,---,---,---,"3,825",---,
2025/3/26,2025/3/26,国内株式,配当金*,ヤマハ発動,7272,-,---,---,---,"1,993",---,
2025/3/26,2025/3/26,国内株式,配当金*,不二家,2211,-,---,---,---,"2,391",---,
2025/3/26,2025/3/26,国内株式,配当金*,ＮＪＳ,2325,-,---,---,---,"19,922",---,
2025/3/26,2025/3/26,国内株式,配当金*,ＭＲＯ,3064,-,---,---,---,797,---,
2025/3/26,2025/3/26,国内株式,配当金*,セレス,3696,-,---,---,---,"4,782",---,
2025/3/26,2025/3/26,国内株式,配当金*,オークネット,3964,-,---,---,---,"3,825",---,
2025/3/26,2025/3/26,国内株式,配当金*,ヤマハ発動,7272,-,---,---,---,"1,993",---,
2025/3/26,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"202,300","+2,300(前日比)"
2025/3/26,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2025/3/26,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/26,---,入出金,振替,---,-,-,---,---,---,"4,762,472",---,信用保証金から
2025/3/26,---,入出金,振替,---,-,-,---,---,"3,131,410",---,---,信用保証金へ
2025/3/26,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"202,300","+2,300(前日比)"
2025/3/26,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2025/3/26,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/26,---,入出金,振替,---,-,-,---,---,---,"4,762,472",---,信用保証金から
2025/3/26,---,入出金,振替,---,-,-,---,---,"3,131,410",---,---,信用保証金へ
2025/3/27,2025/3/25,信用,新規売り,日本調剤,3341,特定,400,"1,455",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,日本調剤,3341,特定,400,"1,455",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,日本調剤,3341,特定,400,"1,455","582,039",---,---,"制度　建日:25/03/25　建値:1,455"
2025/3/27,2025/3/25,信用,新規売り,サンマルクＨＤ,3395,特定,100,"2,418",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,サンマルクＨＤ,3395,特定,100,"2,418",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,サンマルクＨＤ,3395,特定,100,"2,418","241,816",---,---,"制度　建日:25/03/25　建値:2,418"
2025/3/27,2025/3/25,信用,現渡,トリドールＨＤ,3397,特定,200,"3,952",---,"789,915",---,"一般　建日:25/03/10　建値:3,952"
2025/3/27,2025/3/25,信用,新規売り,トリドールＨＤ,3397,特定,200,"3,990",---,---,---,一般
2025/3/27,2025/3/25,信用,現渡,ＳＢＩＧアセット,4765,特定,500,702,---,"350,989",---,制度　建日:25/03/25　建値:702
2025/3/27,2025/3/25,信用,新規売り,ＳＢＩＧアセット,4765,特定,500,702,---,---,---,制度
2025/3/27,2025/3/25,信用,新規売り,共英製鋼,5440,特定,100,"2,014",---,---,---,一般
2025/3/27,2025/3/25,信用,現引,共英製鋼,5440,特定,100,"2,014","201,413",---,---,"制度　建日:25/03/25　建値:2,014"
2025/3/27,2025/3/25,信用,新規買い,共英製鋼,5440,特定,100,"2,014",---,---,---,制度
2025/3/27,2025/3/25,信用,新規売り,ＣＫサンエツ,5757,特定,100,"4,225",---,---,---,一般
2025/3/27,2025/3/25,信用,現渡,ＣＫサンエツ,5757,特定,100,"4,210",---,"420,936",---,"一般　建日:25/03/19　建値:4,210"
2025/3/27,2025/3/25,信用,現引,ＣＫサンエツ,5757,特定,100,"4,210","421,115",---,---,"制度　建日:25/03/19　建値:4,210"
2025/3/27,2025/3/25,信用,新規売り,コロナ,5909,特定,100,961,---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,コロナ,5909,特定,100,961,---,---,---,制度
2025/3/27,2025/3/25,信用,現引,コロナ,5909,特定,100,961,"96,106",---,---,制度　建日:25/03/25　建値:961
2025/3/27,2025/3/25,信用,新規売り,カッパ・クリエイ,7421,特定,100,"1,533",---,---,---,制度
2025/3/27,2025/3/25,信用,現渡,カッパ・クリエイ,7421,特定,100,"1,533",---,"153,296",---,"制度　建日:25/03/25　建値:1,533"
2025/3/27,2025/3/25,信用,新規売り,中央倉庫,9319,特定,300,"1,529",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,中央倉庫,9319,特定,300,"1,529",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,中央倉庫,9319,特定,300,"1,529","458,731",---,---,"制度　建日:25/03/25　建値:1,529"
2025/3/27,2025/3/25,信用,新規売り,日本調剤,3341,特定,400,"1,455",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,日本調剤,3341,特定,400,"1,455",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,日本調剤,3341,特定,400,"1,455","582,039",---,---,"制度　建日:25/03/25　建値:1,455"
2025/3/27,2025/3/25,信用,新規売り,サンマルクＨＤ,3395,特定,100,"2,418",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,サンマルクＨＤ,3395,特定,100,"2,418",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,サンマルクＨＤ,3395,特定,100,"2,418","241,816",---,---,"制度　建日:25/03/25　建値:2,418"
2025/3/27,2025/3/25,信用,現渡,トリドールＨＤ,3397,特定,200,"3,952",---,"789,915",---,"一般　建日:25/03/10　建値:3,952"
2025/3/27,2025/3/25,信用,新規売り,トリドールＨＤ,3397,特定,200,"3,990",---,---,---,一般
2025/3/27,2025/3/25,信用,現渡,ＳＢＩＧアセット,4765,特定,500,702,---,"350,989",---,制度　建日:25/03/25　建値:702
2025/3/27,2025/3/25,信用,新規売り,ＳＢＩＧアセット,4765,特定,500,702,---,---,---,制度
2025/3/27,2025/3/25,信用,新規売り,共英製鋼,5440,特定,100,"2,014",---,---,---,一般
2025/3/27,2025/3/25,信用,現引,共英製鋼,5440,特定,100,"2,014","201,413",---,---,"制度　建日:25/03/25　建値:2,014"
2025/3/27,2025/3/25,信用,新規買い,共英製鋼,5440,特定,100,"2,014",---,---,---,制度
2025/3/27,2025/3/25,信用,新規売り,ＣＫサンエツ,5757,特定,100,"4,225",---,---,---,一般
2025/3/27,2025/3/25,信用,現渡,ＣＫサンエツ,5757,特定,100,"4,210",---,"420,936",---,"一般　建日:25/03/19　建値:4,210"
2025/3/27,2025/3/25,信用,現引,ＣＫサンエツ,5757,特定,100,"4,210","421,115",---,---,"制度　建日:25/03/19　建値:4,210"
2025/3/27,2025/3/25,信用,新規売り,コロナ,5909,特定,100,961,---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,コロナ,5909,特定,100,961,---,---,---,制度
2025/3/27,2025/3/25,信用,現引,コロナ,5909,特定,100,961,"96,106",---,---,制度　建日:25/03/25　建値:961
2025/3/27,2025/3/25,信用,新規売り,カッパ・クリエイ,7421,特定,100,"1,533",---,---,---,制度
2025/3/27,2025/3/25,信用,現渡,カッパ・クリエイ,7421,特定,100,"1,533",---,"153,296",---,"制度　建日:25/03/25　建値:1,533"
2025/3/27,2025/3/25,信用,新規売り,中央倉庫,9319,特定,300,"1,529",---,---,---,一般
2025/3/27,2025/3/25,信用,新規買い,中央倉庫,9319,特定,300,"1,529",---,---,---,制度
2025/3/27,2025/3/25,信用,現引,中央倉庫,9319,特定,300,"1,529","458,731",---,---,"制度　建日:25/03/25　建値:1,529"
2025/3/27,2025/3/27,国内株式,配当金*,ヒューリック,3003,-,---,---,---,"6,694",---,
2025/3/27,2025/3/27,国内株式,配当金*,ザ・パック,3950,-,---,---,---,"5,260",---,
2025/3/27,2025/3/27,国内株式,配当金*,オロ,3983,-,---,---,---,"2,789",---,
2025/3/27,2025/3/27,国内株式,配当金*,大倉工,4221,-,---,---,---,"8,367",---,
2025/3/27,2025/3/27,国内株式,配当金*,東計電算,4746,-,---,---,---,"5,578",---,
2025/3/27,2025/3/27,国内株式,配当金*,荏原製作,6361,-,---,---,---,"2,550",---,
2025/3/27,2025/3/27,国内株式,配当金*,ＪＩＡ,7172,-,---,---,---,"4,782",---,
2025/3/27,2025/3/27,国内株式,配当金*,ロイヤルＨＤ,8179,-,---,---,---,"25,500",---,
2025/3/27,2025/3/27,国内株式,配当金*,静岡ガス,9543,-,---,---,---,"6,455",---,
2025/3/27,2025/3/27,国内株式,配当金*,東競馬,9672,-,---,---,---,"5,818",---,
2025/3/27,2025/3/27,国内株式,配当金*,ヒューリック,3003,-,---,---,---,"6,694",---,
2025/3/27,2025/3/27,国内株式,配当金*,ザ・パック,3950,-,---,---,---,"5,260",---,
2025/3/27,2025/3/27,国内株式,配当金*,オロ,3983,-,---,---,---,"2,789",---,
2025/3/27,2025/3/27,国内株式,配当金*,大倉工,4221,-,---,---,---,"8,367",---,
2025/3/27,2025/3/27,国内株式,配当金*,東計電算,4746,-,---,---,---,"5,578",---,
2025/3/27,2025/3/27,国内株式,配当金*,荏原製作,6361,-,---,---,---,"2,550",---,
2025/3/27,2025/3/27,国内株式,配当金*,ＪＩＡ,7172,-,---,---,---,"4,782",---,
2025/3/27,2025/3/27,国内株式,配当金*,ロイヤルＨＤ,8179,-,---,---,---,"25,500",---,
2025/3/27,2025/3/27,国内株式,配当金*,静岡ガス,9543,-,---,---,---,"6,455",---,
2025/3/27,2025/3/27,国内株式,配当金*,東競馬,9672,-,---,---,---,"5,818",---,
2025/3/27,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"713,841","+511,541(前日比)"
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"500,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"1,901,220",---,信用保証金から
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"200,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"300,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"500,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"2,500,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,振替,---,-,-,---,---,"97,059",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"162,893",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"3,000,000",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"1,715,136",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"500,000",---,---,信用保証金へ
2025/3/27,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"713,841","+511,541(前日比)"
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"500,000",---,信用保証金から
2025/3/27,---,入出金,振替,---,-,-,---,---,---,"1,901,220",---,信用保証金から
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"200,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"300,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"500,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,入金,---,-,-,---,---,---,"2,500,000",---,ＳＭＢＣ即時入金
2025/3/27,---,入出金,振替,---,-,-,---,---,"97,059",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"162,893",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"3,000,000",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"1,715,136",---,---,信用保証金へ
2025/3/27,---,入出金,振替,---,-,-,---,---,"500,000",---,---,信用保証金へ
2025/3/28,2025/3/26,信用,新規売り,ニッスイ,1332,特定,500,922.8,---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,ニッスイ,1332,特定,500,922.8,---,---,---,制度
2025/3/28,2025/3/26,信用,現引,ニッスイ,1332,特定,500,922.8,"461,431",---,---,制度　建日:25/03/26　建値:922.8
2025/3/28,2025/3/26,信用,新規売り,ニップン,2001,特定,200,"2,223",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ニップン,2001,特定,200,"2,223","444,630",---,---,"制度　建日:25/03/26　建値:2,223"
2025/3/28,2025/3/26,信用,新規買い,ニップン,2001,特定,200,"2,223",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,明治ＨＤ,2269,特定,100,"3,391",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,明治ＨＤ,2269,特定,100,"3,391",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,明治ＨＤ,2269,特定,100,"3,391","339,123",---,---,"制度　建日:25/03/26　建値:3,391"
2025/3/28,2025/3/26,信用,新規売り,日清オイリオ,2602,特定,200,"5,020",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,日清オイリオ,2602,特定,200,"5,020",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,日清オイリオ,2602,特定,200,"5,020","1,004,068",---,---,"制度　建日:25/03/26　建値:5,020"
2025/3/28,2025/3/26,信用,新規売り,ブルドックソース,2804,特定,100,"1,756",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ブルドックソース,2804,特定,100,"1,756","175,612",---,---,"制度　建日:25/03/26　建値:1,756"
2025/3/28,2025/3/26,信用,新規買い,ブルドックソース,2804,特定,100,"1,756",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,フジッコ,2908,特定,100,"1,633",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,フジッコ,2908,特定,100,"1,633",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,フジッコ,2908,特定,100,"1,633","163,311",---,---,"制度　建日:25/03/26　建値:1,633"
2025/3/28,2025/3/26,信用,新規売り,ウィルグループ,6089,特定,200,"1,003",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ウィルグループ,6089,特定,200,"1,003","200,613",---,---,"制度　建日:25/03/26　建値:1,003"
2025/3/28,2025/3/26,信用,新規買い,ウィルグループ,6089,特定,200,"1,003",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,ノジマ,7419,特定,100,"2,563",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ノジマ,7419,特定,100,"2,563","256,317",---,---,"制度　建日:25/03/26　建値:2,563"
2025/3/28,2025/3/26,信用,新規買い,ノジマ,7419,特定,100,"2,563",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,グローブライド,7990,特定,100,"2,013",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,グローブライド,7990,特定,100,"2,013","201,313",---,---,"制度　建日:25/03/26　建値:2,013"
2025/3/28,2025/3/26,信用,新規買い,グローブライド,7990,特定,100,"2,013",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,サンワテクノス,8137,特定,100,"2,184",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,サンワテクノス,8137,特定,100,"2,184",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,サンワテクノス,8137,特定,100,"2,184","218,414",---,---,"制度　建日:25/03/26　建値:2,184"
2025/3/28,2025/3/26,信用,新規売り,バローＨＤ,9956,特定,100,"2,437",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,バローＨＤ,9956,特定,100,"2,437",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,バローＨＤ,9956,特定,100,"2,437","243,716",---,---,"制度　建日:25/03/26　建値:2,437"
2025/3/28,2025/3/26,信用,新規売り,スズケン,9987,特定,100,"5,115",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,スズケン,9987,特定,100,"5,115","511,535",---,---,"制度　建日:25/03/26　建値:5,115"
2025/3/28,2025/3/26,信用,新規買い,スズケン,9987,特定,100,"5,115",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,ニッスイ,1332,特定,500,922.8,---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,ニッスイ,1332,特定,500,922.8,---,---,---,制度
2025/3/28,2025/3/26,信用,現引,ニッスイ,1332,特定,500,922.8,"461,431",---,---,制度　建日:25/03/26　建値:922.8
2025/3/28,2025/3/26,信用,新規売り,ニップン,2001,特定,200,"2,223",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ニップン,2001,特定,200,"2,223","444,630",---,---,"制度　建日:25/03/26　建値:2,223"
2025/3/28,2025/3/26,信用,新規買い,ニップン,2001,特定,200,"2,223",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,明治ＨＤ,2269,特定,100,"3,391",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,明治ＨＤ,2269,特定,100,"3,391",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,明治ＨＤ,2269,特定,100,"3,391","339,123",---,---,"制度　建日:25/03/26　建値:3,391"
2025/3/28,2025/3/26,信用,新規売り,日清オイリオ,2602,特定,200,"5,020",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,日清オイリオ,2602,特定,200,"5,020",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,日清オイリオ,2602,特定,200,"5,020","1,004,068",---,---,"制度　建日:25/03/26　建値:5,020"
2025/3/28,2025/3/26,信用,新規売り,ブルドックソース,2804,特定,100,"1,756",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ブルドックソース,2804,特定,100,"1,756","175,612",---,---,"制度　建日:25/03/26　建値:1,756"
2025/3/28,2025/3/26,信用,新規買い,ブルドックソース,2804,特定,100,"1,756",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,フジッコ,2908,特定,100,"1,633",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,フジッコ,2908,特定,100,"1,633",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,フジッコ,2908,特定,100,"1,633","163,311",---,---,"制度　建日:25/03/26　建値:1,633"
2025/3/28,2025/3/26,信用,新規売り,ウィルグループ,6089,特定,200,"1,003",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ウィルグループ,6089,特定,200,"1,003","200,613",---,---,"制度　建日:25/03/26　建値:1,003"
2025/3/28,2025/3/26,信用,新規買い,ウィルグループ,6089,特定,200,"1,003",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,ノジマ,7419,特定,100,"2,563",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,ノジマ,7419,特定,100,"2,563","256,317",---,---,"制度　建日:25/03/26　建値:2,563"
2025/3/28,2025/3/26,信用,新規買い,ノジマ,7419,特定,100,"2,563",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,グローブライド,7990,特定,100,"2,013",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,グローブライド,7990,特定,100,"2,013","201,313",---,---,"制度　建日:25/03/26　建値:2,013"
2025/3/28,2025/3/26,信用,新規買い,グローブライド,7990,特定,100,"2,013",---,---,---,制度
2025/3/28,2025/3/26,信用,新規売り,サンワテクノス,8137,特定,100,"2,184",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,サンワテクノス,8137,特定,100,"2,184",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,サンワテクノス,8137,特定,100,"2,184","218,414",---,---,"制度　建日:25/03/26　建値:2,184"
2025/3/28,2025/3/26,信用,新規売り,バローＨＤ,9956,特定,100,"2,437",---,---,---,一般
2025/3/28,2025/3/26,信用,新規買い,バローＨＤ,9956,特定,100,"2,437",---,---,---,制度
2025/3/28,2025/3/26,信用,現引,バローＨＤ,9956,特定,100,"2,437","243,716",---,---,"制度　建日:25/03/26　建値:2,437"
2025/3/28,2025/3/26,信用,新規売り,スズケン,9987,特定,100,"5,115",---,---,---,一般
2025/3/28,2025/3/26,信用,現引,スズケン,9987,特定,100,"5,115","511,535",---,---,"制度　建日:25/03/26　建値:5,115"
2025/3/28,2025/3/26,信用,新規買い,スズケン,9987,特定,100,"5,115",---,---,---,制度
2025/3/28,2025/3/28,国内株式,配当金*,福田組,1899,-,---,---,---,"31,874",---,
2025/3/28,2025/3/28,国内株式,配当金*,六甲バター,2266,-,---,---,---,"15,937",---,
2025/3/28,2025/3/28,国内株式,配当金*,多木化学,4025,-,---,---,---,"17,531",---,
2025/3/28,2025/3/28,国内株式,配当金*,ＤＩＣ,4631,-,---,---,---,"3,985",---,
2025/3/28,2025/3/28,国内株式,配当金*,サカタインクス,4633,-,---,---,---,"3,586",---,
2025/3/28,2025/3/28,国内株式,配当金*,ミルボン,4919,-,---,---,---,"3,825",---,
2025/3/28,2025/3/28,国内株式,配当金*,ポーラオルＨＤ,4927,-,---,---,---,"9,881",---,
2025/3/28,2025/3/28,国内株式,配当金*,東海カーボン,5301,-,---,---,---,"1,196",---,
2025/3/28,2025/3/28,国内株式,配当金*,シークス,7613,-,---,---,---,"1,913",---,
2025/3/28,2025/3/28,国内株式,配当金*,福田組,1899,-,---,---,---,"31,874",---,
2025/3/28,2025/3/28,国内株式,配当金*,六甲バター,2266,-,---,---,---,"15,937",---,
2025/3/28,2025/3/28,国内株式,配当金*,多木化学,4025,-,---,---,---,"17,531",---,
2025/3/28,2025/3/28,国内株式,配当金*,ＤＩＣ,4631,-,---,---,---,"3,985",---,
2025/3/28,2025/3/28,国内株式,配当金*,サカタインクス,4633,-,---,---,---,"3,586",---,
2025/3/28,2025/3/28,国内株式,配当金*,ミルボン,4919,-,---,---,---,"3,825",---,
2025/3/28,2025/3/28,国内株式,配当金*,ポーラオルＨＤ,4927,-,---,---,---,"9,881",---,
2025/3/28,2025/3/28,国内株式,配当金*,東海カーボン,5301,-,---,---,---,"1,196",---,
2025/3/28,2025/3/28,国内株式,配当金*,シークス,7613,-,---,---,---,"1,913",---,
2025/3/28,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"750,641","+36,800(前日比)"
2025/3/28,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/28,---,入出金,振替,---,-,-,---,---,---,"4,220,083",---,信用保証金から
2025/3/28,---,入出金,振替,---,-,-,---,---,"142,028",---,---,信用保証金へ
2025/3/28,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"750,641","+36,800(前日比)"
2025/3/28,---,入出金,振替,---,-,-,---,---,---,"100,000",---,信用保証金から
2025/3/28,---,入出金,振替,---,-,-,---,---,---,"4,220,083",---,信用保証金から
2025/3/28,---,入出金,振替,---,-,-,---,---,"142,028",---,---,信用保証金へ
2025/3/31,2025/3/27,信用,新規売り,ホクト,1379,特定,100,"1,887",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,ホクト,1379,特定,100,"1,887",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,ホクト,1379,特定,100,"1,887","188,712",---,---,"制度　建日:25/03/27　建値:1,887"
2025/3/31,2025/3/27,信用,新規売り,リョーサン菱洋,167A,特定,100,"2,594",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,リョーサン菱洋,167A,特定,100,"2,594",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,リョーサン菱洋,167A,特定,100,"2,594","259,417",---,---,"制度　建日:25/03/27　建値:2,594"
2025/3/31,2025/3/27,信用,新規売り,日甜菜糖,2108,特定,100,"2,420",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,日甜菜糖,2108,特定,100,"2,420",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,日甜菜糖,2108,特定,100,"2,420","242,016",---,---,"制度　建日:25/03/27　建値:2,420"
2025/3/31,2025/3/27,信用,新規売り,名糖産,2207,特定,200,"2,029",---,---,---,一般
2025/3/31,2025/3/27,信用,返済買い,トリドールＨＤ,3397,特定,200,"3,993",753,---,---,"一般　建日:25/03/25　建値:3,990"
2025/3/31,2025/3/27,信用,新規売り,サンアスタリスク,4053,特定,300,572,---,---,---,制度
2025/3/31,2025/3/27,信用,新規買い,サンアスタリスク,4053,特定,300,572,---,---,---,制度
2025/3/31,2025/3/27,信用,現引,サンアスタリスク,4053,特定,300,572,"171,611",---,---,制度　建日:25/03/27　建値:572
2025/3/31,2025/3/27,信用,新規売り,カーリット,4275,特定,200,"1,114",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,カーリット,4275,特定,200,"1,114",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,カーリット,4275,特定,200,"1,114","222,815",---,---,"制度　建日:25/03/27　建値:1,114"
2025/3/31,2025/3/27,信用,返済買い,ＣＫサンエツ,5757,特定,100,"4,175",---,"4,919",---,"一般　建日:25/03/25　建値:4,225"
2025/3/31,2025/3/27,信用,新規売り,日精樹脂,6293,特定,100,899,---,---,---,一般
2025/3/31,2025/3/27,信用,現引,日精樹脂,6293,特定,100,899,"89,906",---,---,制度　建日:25/03/27　建値:899
2025/3/31,2025/3/27,信用,新規買い,日精樹脂,6293,特定,100,899,---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,全国保証,7164,特定,100,"6,029",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,全国保証,7164,特定,100,"6,029",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,全国保証,7164,特定,100,"6,029","602,941",---,---,"制度　建日:25/03/27　建値:6,029"
2025/3/31,2025/3/27,信用,新規売り,シード,7743,特定,100,527,---,---,---,制度
2025/3/31,2025/3/27,信用,新規買い,シード,7743,特定,100,527,---,---,---,制度
2025/3/31,2025/3/27,信用,現引,シード,7743,特定,100,527,"52,703",---,---,制度　建日:25/03/27　建値:527
2025/3/31,2025/3/27,信用,新規売り,松　風,7979,特定,100,"2,059",---,---,---,一般
2025/3/31,2025/3/27,信用,現引,松　風,7979,特定,100,"2,059","205,914",---,---,"制度　建日:25/03/27　建値:2,059"
2025/3/31,2025/3/27,信用,新規買い,松　風,7979,特定,100,"2,059",---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,ケーズＨＤ,8282,特定,100,"1,410",---,---,---,一般
2025/3/31,2025/3/27,信用,新規買い,ケーズＨＤ,8282,特定,100,"1,410",---,---,---,制度
2025/3/31,2025/3/27,信用,現引,ケーズＨＤ,8282,特定,100,"1,410","141,009",---,---,"制度　建日:25/03/27　建値:1,410"
2025/3/31,2025/3/27,信用,新規売り,日神グループＨＤ,8881,特定,"1,000",547,---,---,---,一般
2025/3/31,2025/3/27,信用,現引,日神グループＨＤ,8881,特定,"1,000",547,"547,037",---,---,制度　建日:25/03/27　建値:547
2025/3/31,2025/3/27,信用,新規買い,日神グループＨＤ,8881,特定,"1,000",547,---,---,---,制度
2025/3/31,2025/3/27,信用,新規売り,京浜急行,9006,特定,100,"1,548.50",---,---,---,一般
