受渡日,約定日,商品等,取引種類,銘柄名（ファンド名）,銘柄コード,口座,数量,単価,支払（出金）,預り（入金）,MRF・お預り金残高,摘要
2025/6/24,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"109,000","-11,250(前日比)"
2025/6/24,---,入出金,振替,---,-,-,---,---,---,"1,100,000",---,信用保証金から
2025/6/24,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2025/6/24,---,入出金,振替,---,-,-,---,---,---,"600,440",---,信用保証金から
2025/6/24,---,入出金,出金,---,-,-,---,---,"1,000,000",---,---,ＳＭＢＣ即時出金
2025/6/24,---,入出金,振替,---,-,-,---,---,"3,101,519",---,---,信用保証金へ
2025/6/24,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"109,000","-11,250(前日比)"
2025/6/24,---,入出金,振替,---,-,-,---,---,---,"1,100,000",---,信用保証金から
2025/6/24,---,入出金,入金,---,-,-,---,---,---,"3,000,000",---,ＳＭＢＣ即時入金
2025/6/24,---,入出金,振替,---,-,-,---,---,---,"600,440",---,信用保証金から
2025/6/24,---,入出金,出金,---,-,-,---,---,"1,000,000",---,---,ＳＭＢＣ即時出金
2025/6/24,---,入出金,振替,---,-,-,---,---,"3,101,519",---,---,信用保証金へ
2025/6/25,2025/3/28,信用,配当金,プロシップ,3763,特定,---,---,"6,300",---,---,
2025/6/25,2025/3/28,信用,配当金,日本管財ＨＤ,9347,特定,---,---,"2,700",---,---,
2025/6/25,2025/3/28,信用,配当金,プロシップ,3763,特定,---,---,"6,300",---,---,
2025/6/25,2025/3/28,信用,配当金,日本管財ＨＤ,9347,特定,---,---,"2,700",---,---,
2025/6/25,2025/6/23,信用,現渡,フジオフードＧ本,2752,特定,100,"1,208",---,"120,797",---,"制度　建日:25/06/23　建値:1,208"
2025/6/25,2025/6/23,信用,新規売り,フジオフードＧ本,2752,特定,100,"1,208",---,---,---,制度
2025/6/25,2025/6/23,信用,現渡,メディアスＨＤ,3154,特定,500,934,---,"466,986",---,制度　建日:25/06/23　建値:934
2025/6/25,2025/6/23,信用,新規売り,メディアスＨＤ,3154,特定,500,934,---,---,---,制度
2025/6/25,2025/6/23,信用,新規売り,エニグモ,3665,特定,200,293,---,---,---,一般
2025/6/25,2025/6/23,信用,新規買い,エニグモ,3665,特定,200,293,---,---,---,制度
2025/6/25,2025/6/23,信用,現引,エニグモ,3665,特定,200,293,"58,604",---,---,制度　建日:25/06/23　建値:293
2025/6/25,2025/6/23,信用,新規売り,高速,7504,特定,100,"2,707",---,---,---,一般
2025/6/25,2025/6/23,信用,現引,高速,7504,特定,100,"2,707","270,718",---,---,"制度　建日:25/06/23　建値:2,707"
2025/6/25,2025/6/23,信用,新規買い,高速,7504,特定,100,"2,707",---,---,---,制度
2025/6/25,2025/6/23,信用,現渡,フジオフードＧ本,2752,特定,100,"1,208",---,"120,797",---,"制度　建日:25/06/23　建値:1,208"
2025/6/25,2025/6/23,信用,新規売り,フジオフードＧ本,2752,特定,100,"1,208",---,---,---,制度
2025/6/25,2025/6/23,信用,現渡,メディアスＨＤ,3154,特定,500,934,---,"466,986",---,制度　建日:25/06/23　建値:934
2025/6/25,2025/6/23,信用,新規売り,メディアスＨＤ,3154,特定,500,934,---,---,---,制度
2025/6/25,2025/6/23,信用,新規売り,エニグモ,3665,特定,200,293,---,---,---,一般
2025/6/25,2025/6/23,信用,新規買い,エニグモ,3665,特定,200,293,---,---,---,制度
2025/6/25,2025/6/23,信用,現引,エニグモ,3665,特定,200,293,"58,604",---,---,制度　建日:25/06/23　建値:293
2025/6/25,2025/6/23,信用,新規売り,高速,7504,特定,100,"2,707",---,---,---,一般
2025/6/25,2025/6/23,信用,現引,高速,7504,特定,100,"2,707","270,718",---,---,"制度　建日:25/06/23　建値:2,707"
2025/6/25,2025/6/23,信用,新規買い,高速,7504,特定,100,"2,707",---,---,---,制度
2025/6/25,2025/6/25,国内株式,配当金*,寿スピリッツ,2222,-,---,---,---,"2,550",---,
2025/6/25,2025/6/25,国内株式,配当金*,日清オイリオ,2602,-,---,---,---,"14,344",---,
2025/6/25,2025/6/25,国内株式,配当金*,ＪＰＨＤ,2749,-,---,---,---,"4,782",---,
2025/6/25,2025/6/25,国内株式,配当金*,あみやき,2753,-,---,---,---,"12,192",---,
2025/6/25,2025/6/25,国内株式,配当金*,ミツコシイセタ,3099,-,---,---,---,"2,391",---,
2025/6/25,2025/6/25,国内株式,配当金*,ヨシックスＨＤ,3221,-,---,---,---,"3,347",---,
2025/6/25,2025/6/25,国内株式,配当金*,シード,7743,-,---,---,---,"1,196",---,
2025/6/25,2025/6/25,国内株式,配当金*,東武鉄道,9001,-,---,---,---,"2,591",---,
2025/6/25,2025/6/25,国内株式,配当金*,中央倉庫,9319,-,---,---,---,"5,021",---,
2025/6/25,2025/6/25,国内株式,配当金*,オートバックス,9832,-,---,---,---,"23,906",---,
2025/6/25,2025/6/25,国内株式,配当金*,グルメ杵屋,9850,-,---,---,---,558,---,
2025/6/25,2025/6/25,国内株式,配当金*,寿スピリッツ,2222,-,---,---,---,"2,550",---,
2025/6/25,2025/6/25,国内株式,配当金*,日清オイリオ,2602,-,---,---,---,"14,344",---,
2025/6/25,2025/6/25,国内株式,配当金*,ＪＰＨＤ,2749,-,---,---,---,"4,782",---,
2025/6/25,2025/6/25,国内株式,配当金*,あみやき,2753,-,---,---,---,"12,192",---,
2025/6/25,2025/6/25,国内株式,配当金*,ミツコシイセタ,3099,-,---,---,---,"2,391",---,
2025/6/25,2025/6/25,国内株式,配当金*,ヨシックスＨＤ,3221,-,---,---,---,"3,347",---,
2025/6/25,2025/6/25,国内株式,配当金*,シード,7743,-,---,---,---,"1,196",---,
2025/6/25,2025/6/25,国内株式,配当金*,東武鉄道,9001,-,---,---,---,"2,591",---,
2025/6/25,2025/6/25,国内株式,配当金*,中央倉庫,9319,-,---,---,---,"5,021",---,
2025/6/25,2025/6/25,国内株式,配当金*,オートバックス,9832,-,---,---,---,"23,906",---,
2025/6/25,2025/6/25,国内株式,配当金*,グルメ杵屋,9850,-,---,---,---,558,---,
2025/6/25,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"136,450","+27,450(前日比)"
2025/6/25,---,入出金,振替,---,-,-,---,---,---,"50,000",---,信用保証金から
2025/6/25,---,入出金,振替,---,-,-,---,---,---,"329,322",---,信用保証金から
2025/6/25,---,入出金,入金,---,-,-,---,---,---,"1,000,000",---,ＳＭＢＣ即時入金
2025/6/25,---,入出金,入金,---,-,-,---,---,---,"4,000,000",---,ＳＭＢＣ即時入金
2025/6/25,---,入出金,振替,---,-,-,---,---,"587,783",---,---,信用保証金へ
2025/6/25,---,入出金,振替,---,-,-,---,---,"1,000,000",---,---,信用保証金へ
2025/6/25,---,入出金,振替,---,-,-,---,---,"4,086,428",---,---,信用保証金へ
2025/6/25,---,---,残高,MRF・お預り金残高,-,-,---,---,---,---,"136,450","+27,450(前日比)"
2025/6/25,---,入出金,振替,---,-,-,---,---,---,"50,000",---,信用保証金から
2025/6/25,---,入出金,振替,---,-,-,---,---,---,"329,322",---,信用保証金から
2025/6/25,---,入出金,入金,---,-,-,---,---,---,"1,000,000",---,ＳＭＢＣ即時入金
2025/6/25,---,入出金,入金,---,-,-,---,---,---,"4,000,000",---,ＳＭＢＣ即時入金
2025/6/25,---,入出金,振替,---,-,-,---,---,"587,783",---,---,信用保証金へ
2025/6/25,---,入出金,振替,---,-,-,---,---,"1,000,000",---,---,信用保証金へ
2025/6/25,---,入出金,振替,---,-,-,---,---,"4,086,428",---,---,信用保証金へ
2025/6/26,2025/3/28,信用,配当金,ホクト,1379,特定,---,---,"4,000",---,---,
2025/6/26,2025/3/28,信用,配当金,マツキヨココカラ,3088,特定,---,---,"2,300",---,---,
2025/6/26,2025/3/28,信用,配当金,アサンテ,6073,特定,---,---,"3,100",---,---,
2025/6/26,2025/3/28,信用,配当金,ウィルグループ,6089,特定,---,---,"8,800",---,---,
2025/6/26,2025/3/28,信用,配当金,ヤマエグループＨ,7130,特定,---,---,"7,000",---,---,
2025/6/26,2025/3/28,信用,配当金,全国保証,7164,特定,---,---,"21,200",---,---,
2025/6/26,2025/3/28,信用,配当金,第一興商,7458,特定,---,---,"5,800",---,---,
2025/6/26,2025/3/28,信用,配当金,アルビス,7475,特定,---,---,"3,500",---,---,
2025/6/26,2025/3/28,信用,配当金,三共生興,8018,特定,---,---,"2,700",---,---,
2025/6/26,2025/3/28,信用,配当金,三共生興,8018,特定,---,---,"2,700",---,---,
2025/6/26,2025/3/28,信用,配当金,丸三証券,8613,特定,---,---,"3,000",---,---,
2025/6/26,2025/3/28,信用,配当金,サカイ引越,9039,特定,---,---,"8,200",---,---,
2025/6/26,2025/3/28,信用,配当金,近鉄ＧＨＤ,9041,特定,---,---,"2,500",---,---,
2025/6/26,2025/3/28,信用,配当金,ＪＲ九州,9142,特定,---,---,"5,150",---,---,
2025/6/26,2025/3/28,信用,配当金,サンドラッグ,9989,特定,---,---,"6,500",---,---,
2025/6/26,2025/3/28,信用,配当金,ホクト,1379,特定,---,---,"4,000",---,---,
2025/6/26,2025/3/28,信用,配当金,マツキヨココカラ,3088,特定,---,---,"2,300",---,---,
2025/6/26,2025/3/28,信用,配当金,アサンテ,6073,特定,---,---,"3,100",---,---,
2025/6/26,2025/3/28,信用,配当金,ウィルグループ,6089,特定,---,---,"8,800",---,---,
2025/6/26,2025/3/28,信用,配当金,ヤマエグループＨ,7130,特定,---,---,"7,000",---,---,
2025/6/26,2025/3/28,信用,配当金,全国保証,7164,特定,---,---,"21,200",---,---,
2025/6/26,2025/3/28,信用,配当金,第一興商,7458,特定,---,---,"5,800",---,---,
2025/6/26,2025/3/28,信用,配当金,アルビス,7475,特定,---,---,"3,500",---,---,
2025/6/26,2025/3/28,信用,配当金,三共生興,8018,特定,---,---,"2,700",---,---,
2025/6/26,2025/3/28,信用,配当金,三共生興,8018,特定,---,---,"2,700",---,---,
2025/6/26,2025/3/28,信用,配当金,丸三証券,8613,特定,---,---,"3,000",---,---,
2025/6/26,2025/3/28,信用,配当金,サカイ引越,9039,特定,---,---,"8,200",---,---,
2025/6/26,2025/3/28,信用,配当金,近鉄ＧＨＤ,9041,特定,---,---,"2,500",---,---,
2025/6/26,2025/3/28,信用,配当金,ＪＲ九州,9142,特定,---,---,"5,150",---,---,
2025/6/26,2025/3/28,信用,配当金,サンドラッグ,9989,特定,---,---,"6,500",---,---,
2025/6/26,2025/6/24,信用,新規売り,スタジオアリス,2305,特定,100,"2,124",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,スタジオアリス,2305,特定,100,"2,124",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,スタジオアリス,2305,特定,100,"2,124","212,414",---,---,"制度　建日:25/06/24　建値:2,124"
2025/6/26,2025/6/24,信用,新規売り,オロ,3983,特定,100,"2,776",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,オロ,3983,特定,100,"2,776",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,オロ,3983,特定,100,"2,776","277,619",---,---,"制度　建日:25/06/24　建値:2,776"
2025/6/26,2025/6/24,信用,新規売り,ライオン,4912,特定,100,"1,514",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,ライオン,4912,特定,100,"1,514",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,ライオン,4912,特定,100,"1,514","151,410",---,---,"制度　建日:25/06/24　建値:1,514"
2025/6/26,2025/6/24,信用,新規売り,ＪＩＡ,7172,特定,100,"1,760",---,---,---,一般
2025/6/26,2025/6/24,信用,現引,ＪＩＡ,7172,特定,100,"1,760","176,012",---,---,"制度　建日:25/06/24　建値:1,760"
2025/6/26,2025/6/24,信用,新規買い,ＪＩＡ,7172,特定,100,"1,760",---,---,---,制度
2025/6/26,2025/6/24,信用,新規売り,パンパシフィック,7532,特定,100,"4,826",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,パンパシフィック,7532,特定,100,"4,826",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,パンパシフィック,7532,特定,100,"4,826","482,633",---,---,"制度　建日:25/06/24　建値:4,826"
2025/6/26,2025/6/24,信用,新規売り,東競馬,9672,特定,100,"4,555",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,東競馬,9672,特定,100,"4,555",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,東競馬,9672,特定,100,"4,555","455,531",---,---,"制度　建日:25/06/24　建値:4,555"
2025/6/26,2025/6/24,信用,新規売り,藤田観光,9722,特定,100,"9,920",---,---,---,一般
2025/6/26,2025/6/24,信用,現引,藤田観光,9722,特定,100,"9,920","992,067",---,---,"制度　建日:25/06/24　建値:9,920"
2025/6/26,2025/6/24,信用,新規買い,藤田観光,9722,特定,100,"9,920",---,---,---,制度
2025/6/26,2025/6/24,信用,新規売り,スタジオアリス,2305,特定,100,"2,124",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,スタジオアリス,2305,特定,100,"2,124",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,スタジオアリス,2305,特定,100,"2,124","212,414",---,---,"制度　建日:25/06/24　建値:2,124"
2025/6/26,2025/6/24,信用,新規売り,オロ,3983,特定,100,"2,776",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,オロ,3983,特定,100,"2,776",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,オロ,3983,特定,100,"2,776","277,619",---,---,"制度　建日:25/06/24　建値:2,776"
2025/6/26,2025/6/24,信用,新規売り,ライオン,4912,特定,100,"1,514",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,ライオン,4912,特定,100,"1,514",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,ライオン,4912,特定,100,"1,514","151,410",---,---,"制度　建日:25/06/24　建値:1,514"
2025/6/26,2025/6/24,信用,新規売り,ＪＩＡ,7172,特定,100,"1,760",---,---,---,一般
2025/6/26,2025/6/24,信用,現引,ＪＩＡ,7172,特定,100,"1,760","176,012",---,---,"制度　建日:25/06/24　建値:1,760"
2025/6/26,2025/6/24,信用,新規買い,ＪＩＡ,7172,特定,100,"1,760",---,---,---,制度
2025/6/26,2025/6/24,信用,新規売り,パンパシフィック,7532,特定,100,"4,826",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,パンパシフィック,7532,特定,100,"4,826",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,パンパシフィック,7532,特定,100,"4,826","482,633",---,---,"制度　建日:25/06/24　建値:4,826"
2025/6/26,2025/6/24,信用,新規売り,東競馬,9672,特定,100,"4,555",---,---,---,一般
2025/6/26,2025/6/24,信用,新規買い,東競馬,9672,特定,100,"4,555",---,---,---,制度
2025/6/26,2025/6/24,信用,現引,東競馬,9672,特定,100,"4,555","455,531",---,---,"制度　建日:25/06/24　建値:4,555"
2025/6/26,2025/6/24,信用,新規売り,藤田観光,9722,特定,100,"9,920",---,---,---,一般
2025/6/26,2025/6/24,信用,現引,藤田観光,9722,特定,100,"9,920","992,067",---,---,"制度　建日:25/06/24　建値:9,920"
2025/6/26,2025/6/24,信用,新規買い,藤田観光,9722,特定,100,"9,920",---,---,---,制度
2025/6/26,2025/6/26,国内株式,配当金*,キーコーヒー,2594,-,---,---,---,"1,435",---,
2025/6/26,2025/6/26,国内株式,配当金*,シュッピン,3179,-,---,---,---,"9,563",---,
2025/6/26,2025/6/26,国内株式,配当金*,日本調剤,3341,-,---,---,---,"4,981",---,
2025/6/26,2025/6/26,国内株式,配当金*,サンマルクＨＤ,3395,-,---,---,---,"2,072",---,
2025/6/26,2025/6/26,国内株式,配当金*,ライドオンＥＸＨ,6082,-,---,---,---,"3,586",---,
2025/6/26,2025/6/26,国内株式,配当金*,ＭＣＪ,6670,-,---,---,---,"34,265",---,
2025/6/26,2025/6/26,国内株式,配当金*,アイコム,6820,-,---,---,---,"4,622",---,
2025/6/26,2025/6/26,国内株式,配当金*,シモジマ,7482,-,---,---,---,"2,152",---,
2025/6/26,2025/6/26,国内株式,配当金*,モスフード,8153,-,---,---,---,"1,196",---,
2025/6/26,2025/6/26,国内株式,配当金*,日神グループＨＤ,8881,-,---,---,---,"18,328",---,
2025/6/26,2025/6/26,国内株式,配当金*,朝日放送グループ,9405,-,---,---,---,"2,789",---,
2025/6/26,2025/6/26,国内株式,配当金*,キーコーヒー,2594,-,---,---,---,"1,435",---,
2025/6/26,2025/6/26,国内株式,配当金*,シュッピン,3179,-,---,---,---,"9,563",---,
2025/6/26,2025/6/26,国内株式,配当金*,日本調剤,3341,-,---,---,---,"4,981",---,
2025/6/26,2025/6/26,国内株式,配当金*,サンマルクＨＤ,3395,-,---,---,---,"2,072",---,
2025/6/26,2025/6/26,国内株式,配当金*,ライドオンＥＸＨ,6082,-,---,---,---,"3,586",---,
2025/6/26,2025/6/26,国内株式,配当金*,ＭＣＪ,6670,-,---,---,---,"34,265",---,
2025/6/26,2025/6/26,国内株式,配当金*,アイコム,6820,-,---,---,---,"4,622",---,
